song_id,track_uri,track_name,artist,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_labels,agglo_labels,gaussian_labels
2012,spotify:track:7CUVkezEM6rJykLY6KTJxQ,Message to My Girl,Split Enz,0.601,0.607,0.0279,0.0466,8.39e-05,0.0564,0.609,104.542,0,0,1
2013,spotify:track:4cQIbDqCZrHknxlDUjRHZ0,Supersoaker,Kings of Leon,0.436,0.871,0.0384,0.00319,0.000473,0.114,0.71,138.743,5,8,8
2014,spotify:track:5j1zOOvkxxe4uZZ2Jgl8r4,Should've Known Better,"Richard Marx, David Cole",0.548,0.704,0.0402,0.0751,0.00051,0.0463,0.682,169.119,5,8,9
2015,spotify:track:05LoBwiXyb1sx3xV3S3tEd,Like an Animal,RÜFÜS DU SOL,0.71,0.748,0.0305,0.0341,0.000105,0.0897,0.38,119.994,0,3,1
2016,spotify:track:2d7fRuDlFZfKIoSuf8bhGv,3,Britney Spears,0.701,0.72,0.0475,0.0518,0.0,0.199,0.761,134.962,7,0,3
2017,spotify:track:5p0rUHicpwMZil8RlNGGth,This Is Your Night,Amber,0.674,0.908,0.0325,0.0714,0.000104,0.121,0.861,127.99,7,6,1
2018,spotify:track:2Avh5LgyS4UCeYbzmgiSg9,Who You Are,Pearl Jam,0.427,0.884,0.0905,0.0301,0.211,0.109,0.623,176.563,5,3,2
2019,spotify:track:5KCbr5ndeby4y4ggthdiAb,Wonder,Shawn Mendes,0.333,0.637,0.0581,0.131,1.8e-05,0.149,0.132,139.898,9,2,3
2020,spotify:track:43OdYMY7yMgBW3n5W4QQD9,Move Your Body,Eiffel 65,0.745,0.958,0.0287,0.0814,0.32,0.533,0.96,129.962,7,4,0
2021,spotify:track:5XcZRgJv3zMhTqCyESjQrF,Poison,Alice Cooper,0.28,0.908,0.109,0.0327,8.85e-06,0.18,0.26,118.698,9,3,6
2022,spotify:track:7atIHMnLUJ5ikdnosz1GwU,Barbie Girl,Aqua,0.81,0.956,0.0367,0.0167,0.281,0.35,0.961,129.996,7,4,2
2023,spotify:track:1XmxvUmM2QUTfFTnZ3YQqW,Give It To Me - Radio Edit,"Timbaland, Justin Timberlake, Nelly Furtado",0.975,0.644,0.0699,0.152,0.0272,0.0899,0.845,110.613,8,0,4
2024,spotify:track:64Frq1SXQiIbv8fTu07oWu,Can't Stop This Thing We Started,Bryan Adams,0.534,0.912,0.0417,0.0202,0.0,0.481,0.519,113.029,6,8,8
2025,spotify:track:6SgN8X1NZfV5cQURC72t5u,Riverside,Sidney Samson,0.804,0.977,0.0453,0.000311,0.876,0.133,0.203,126.008,4,4,2
2026,spotify:track:7yHEDfrJNd0zWOfXwydNH0,Into You,Ariana Grande,0.636,0.727,0.106,0.0161,1.12e-06,0.151,0.358,107.988,0,3,8
2027,spotify:track:1Hh5gDiXZGhtKfHzJYYhSJ,Give It Up,Cut 'N' Move,0.698,0.92,0.0361,0.00327,0.00222,0.0665,0.76,119.965,7,6,1
2028,spotify:track:4a01ClusxuZiloOK5UgLUn,You Keep Me Hangin' On,The Supremes,0.682,0.612,0.0381,0.284,0.0,0.0783,0.845,127.647,8,0,9
2029,spotify:track:1ohbjkuczl6hEoYEo931PH,Sing Hallelujah!,Dr. Alban,0.759,0.822,0.0367,0.00136,0.0167,0.131,0.94,124.713,7,6,7
2030,spotify:track:3nKeNPOQXlQhT7vPPdwDaq,Lonely,Akon,0.634,0.526,0.0333,0.339,0.0,0.257,0.623,90.086,3,0,3
2031,spotify:track:2IAQnOWKWjj1iA166KznVd,Never Ending Story,Limahl,0.579,0.803,0.0281,0.22,0.00116,0.22,0.77,122.422,7,8,3
2032,spotify:track:3soSRpGOZ3t1GAuUQr3XUY,I'm Sorry,Brenda Lee,0.568,0.302,0.0289,0.923,0.0146,0.139,0.338,103.901,1,5,4
2033,spotify:track:0yp6ui2sosUjCUro1rRk2Q,Opposite of Adults,Chiddy Bang,0.676,0.889,0.148,0.0139,0.0,0.329,0.617,95.987,0,8,6
2034,spotify:track:1HChuZvDKwcl76LvaGExeo,Copperhead Road,Steve Earle,0.391,0.597,0.0406,0.0209,0.000102,0.057,0.693,156.096,5,3,9
2035,spotify:track:1uZOev7V8UkfhCKuMDnAdy,Burnin' for You,Blue Öyster Cult,0.532,0.705,0.0328,0.137,0.0236,0.0857,0.693,134.223,5,8,4
2036,spotify:track:1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,Foreigner,0.477,0.471,0.0277,0.193,1.76e-06,0.131,0.423,81.204,3,2,9
2037,spotify:track:6qspW4YKycviDFjHBOaqUY,Waterfalls,TLC,0.769,0.505,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,8,0,3
2038,spotify:track:6RFJfrmpqkR6i6w8VFsb6i,Science Fiction,Divinyls,0.639,0.817,0.0259,0.0111,0.0,0.0843,0.913,128.746,7,6,1
2039,spotify:track:2Uv2z8Rcmh004EPJ0seoLK,Can't Say No,Conor Maynard,0.817,0.784,0.11,0.245,0.0,0.07,0.551,93.997,0,0,6
2040,spotify:track:5YfXc1EA40ALikIweISeN0,Angels,John Farnham,0.531,0.42,0.041,0.527,0.000109,0.0792,0.245,167.642,3,2,9
2041,spotify:track:3ehecZpp1cq7CFa8BHZPFj,Changa,PNAU,0.658,0.867,0.0698,0.0264,0.0315,0.252,0.463,118.04,0,3,7
2042,spotify:track:1zfQmBioUdDy9ZhuJP3hA7,Smile Like You Mean It,The Killers,0.37,0.981,0.156,0.00037,0.0101,0.163,0.395,125.006,5,3,5
2043,spotify:track:5hHMcyWj45QaN2YEuBm6lr,This Ain't a Love Song - Radio Edit,Scouting For Girls,0.465,0.908,0.0449,0.000537,0.0,0.0929,0.573,176.742,5,3,8
2044,spotify:track:4Gh4BkOrigfGe804NgoJvS,Because,Jessica Mauboy,0.592,0.669,0.0271,0.273,0.0,0.21,0.322,132.03,3,2,9
2045,spotify:track:5Nu1cp2yi4TlZF4KTmElFD,Fergalicious,"Fergie, will.i.am",0.906,0.584,0.316,0.0576,0.0,0.128,0.831,129.055,8,1,6
2046,spotify:track:1ZvS1DmW1cF0oknYGCVNK7,Candle In The Wind,Elton John,0.6,0.414,0.0291,0.172,5.91e-06,0.264,0.588,124.43,8,0,3
2047,spotify:track:756xOfT6UoTgkf0w8PnVIC,Keep Me Crazy,Sheppard,0.683,0.827,0.0553,0.0222,0.0,0.179,0.697,143.95,7,6,8
2048,spotify:track:3aGSPIajblPEakmYivNbSt,Bang-Shang-a-Lang,The Archies,0.623,0.403,0.0485,0.00449,0.0,0.0295,0.883,113.904,8,0,1
2049,spotify:track:43Ui9JiJXhjznzdOTAansW,One of Us Has Changed,Aleesha Rome,0.548,0.944,0.104,0.157,0.0,0.162,0.458,96.116,0,3,6
2050,spotify:track:3lLT0h6gDFeg9JvqxCAYIz,So Good - International Version,Bratz,0.575,0.823,0.0332,0.0303,0.0,0.104,0.316,130.008,9,3,1
2051,spotify:track:41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",0.884,0.765,0.0882,0.063,7.04e-06,0.118,0.594,99.987,0,6,6
2052,spotify:track:1YlFODzWlgk4EFqlt4PkvB,Sky Pilot,Eric Burdon & the Animals,0.405,0.421,0.0506,0.0899,0.000696,0.136,0.394,111.322,9,2,3
2053,spotify:track:1riTgBBgmCdrm169m2CFzO,Wonderful Life - Radio Edit,Hurts,0.694,0.804,0.0557,0.187,0.000304,0.273,0.516,120.042,0,3,3
2054,spotify:track:1pHP4JeQV9wDx87D6qH9hD,Here It Goes Again,OK Go,0.537,0.882,0.0403,0.000342,9.06e-05,0.12,0.81,145.729,7,8,8
2055,spotify:track:4a3mIp7Mrmom2SXd3S81m7,Cherish - remastered,David Cassidy,0.502,0.279,0.0269,0.666,0.0,0.121,0.33,97.966,1,5,9
2056,spotify:track:2l6uZK0T18rviqNQMQ3k17,Skin Deep,The Stranglers,0.622,0.769,0.029,0.23,0.673,0.135,0.776,128.21,4,4,0
2057,spotify:track:070QivFOnOdtVznpnrUMCO,Bad Habits,Billy Field,0.565,0.601,0.0378,0.295,0.0,0.147,0.776,164.981,8,0,9
2058,spotify:track:7xbWAw3LMgRMn4omR5yVn3,Lose Somebody,"Kygo, OneRepublic",0.58,0.586,0.0357,0.344,0.0,0.0755,0.507,147.988,3,0,9
2059,spotify:track:5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,0.307,0.433,0.029,0.388,9.08e-05,0.332,0.224,160.9,3,2,3
2060,spotify:track:4shAPHxVTgxzq9MfdfYeX7,Humpin' Around - Radio Edit,Bobby Brown,0.741,0.922,0.0481,0.0143,0.00675,0.0483,0.685,110.089,7,6,7
2061,spotify:track:4vfzROmNsxedKICcHod5Rh,Here Comes the Hotstepper,Ini Kamoze,0.852,0.537,0.114,0.0328,0.000248,0.229,0.483,100.369,0,1,6
2062,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,The Doobie Brothers,0.645,0.598,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,8,0,1
2063,spotify:track:3i3GeK0qLQybu4ah42YmCY,Smooth (feat. Rob Thomas),"Santana, Rob Thomas",0.612,0.924,0.0316,0.159,4.34e-05,0.103,0.96,115.953,7,6,1
2064,spotify:track:5l4tFsZoMrQ8uDTGy699m7,Confide in Me - Radio Mix,Kylie Minogue,0.571,0.737,0.0408,0.0349,0.0337,0.0777,0.542,102.857,0,8,4
2065,spotify:track:1uC9wG8ii0S4lK21TWUUAP,I'm A Boy - Mono Version,The Who,0.468,0.78,0.037,0.0163,0.0124,0.0657,0.501,131.895,5,3,7
2066,spotify:track:12yGwtB2h9NlzeOKYfVYTF,Don't Matter,Akon,0.801,0.454,0.0371,0.225,0.0,0.226,0.34,125.139,3,1,3
2067,spotify:track:0dc0eU5THc1uE0Q0KV73XN,"Please Help Me, I'm Falling",Hank Locklin,0.552,0.336,0.0311,0.828,0.0,0.324,0.553,105.479,1,5,3
2068,spotify:track:1sh6lL6cmlcwhqZKGiKBua,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"Avicii, Nicky Romero",0.509,0.79,0.0374,0.332,6.67e-05,0.316,0.638,127.946,5,0,3
2069,spotify:track:0I9M3okWVRJXWT6G7cbIdx,"Say You, Say Me",Lionel Richie,0.636,0.405,0.0287,0.355,0.0,0.081,0.257,128.068,3,2,9
2070,spotify:track:6aOKVfqnOFeglptmhhL6bG,Gangsta,Bell Biv DeVoe,0.743,0.813,0.0706,0.00262,0.0489,0.227,0.694,111.168,7,8,2
2071,spotify:track:2SBQBV1atDy4tbEfGicT7u,Heartaches By The Number,Guy Mitchell,0.518,0.556,0.0479,0.526,3e-06,0.0853,0.736,171.496,2,9,9
2072,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,0.908,0.621,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,0,1,6
2073,spotify:track:76rCrPvrlLO4CyqAeaLu4o,Standing In the Way of Control,Gossip,0.697,0.919,0.029,0.00694,0.0621,0.203,0.943,118.341,7,6,2
2074,spotify:track:3Qfk0grXXpidpuA64EKb3r,Proud,Heather Small,0.636,0.868,0.0414,0.238,0.0,0.0649,0.49,103.005,0,0,1
2075,spotify:track:2JIEe9P3bFoI6yQz0CfeG4,French Kissin In The U.S.A.,Debbie Harry,0.63,0.612,0.0306,0.281,2.78e-05,0.0713,0.769,97.374,8,0,9
2076,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,0.556,0.864,0.0584,0.00958,0.0,0.209,0.4,105.143,0,8,8
2077,spotify:track:7CneiDesUKFJO3Ix01dnfr,Delicate,Taylor Swift,0.75,0.404,0.0682,0.216,0.000357,0.0911,0.0499,95.045,3,2,1
2078,spotify:track:6FBmHx1FuaSnTnnnaThgbF,Cum on Feel the Noize,Quiet Riot,0.441,0.908,0.115,0.000183,0.00328,0.0612,0.632,145.439,5,3,8
2079,spotify:track:3vL9lPWBuv0ZR3c5YmdhDl,Given to Fly,Pearl Jam,0.317,0.764,0.0282,0.000294,0.099,0.0996,0.341,101.173,9,3,2
2080,spotify:track:0in4REtAn2V5JuPWmGDKMZ,I Love It,"Hilltop Hoods, Sia",0.683,0.87,0.0714,0.00486,0.0,0.334,0.511,90.998,0,8,8
2081,spotify:track:4vvK7kQ42AAXabZAXiGsDH,Sonnet,The Verve,0.425,0.706,0.0254,0.173,0.00015,0.209,0.319,88.04,9,3,9
2082,spotify:track:6COoRaCNma7V9sBf81y9EK,I Send A Message,INXS,0.816,0.508,0.0644,0.0788,0.532,0.0745,0.666,136.439,4,4,0
2083,spotify:track:0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,0.637,0.643,0.0519,0.13,1.8e-06,0.142,0.533,97.008,0,0,1
2084,spotify:track:2u8MGAiS2hBVE7GZzTZLQI,I'm So Excited,The Pointer Sisters,0.685,0.858,0.0348,0.104,0.000119,0.147,0.692,92.305,7,6,1
2085,spotify:track:7kMfu3KUydmrFVGEAhjtyl,Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship, Leighton Meester",0.594,0.874,0.0815,0.0116,0.0,0.549,0.628,119.964,6,8,8
2086,spotify:track:7M4U1nT033JyjFNmqu1o6p,Bring Me Some Water,Melissa Etheridge,0.663,0.868,0.0366,0.0147,0.0,0.1,0.717,125.818,7,6,1
2087,spotify:track:2fLiCh9Fo9yloiB1NlqSgP,Help,John Farnham,0.432,0.334,0.0337,0.492,0.0,0.111,0.165,117.272,3,2,9
2088,spotify:track:1Bt06pqlg8pqlpnl4R6Rd2,Those Kinda Nights (feat. Ed Sheeran),"Eminem, Ed Sheeran",0.813,0.641,0.337,0.0269,0.0,0.0864,0.39,103.827,0,1,6
2089,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,0.414,0.404,0.0499,0.271,0.0,0.3,0.224,71.105,3,2,3
2090,spotify:track:5y0YreEOnQiKFAnCrcFIXz,(Just Like) Starting Over - Remastered 2010,John Lennon,0.701,0.79,0.0725,0.301,6.06e-05,0.179,0.421,99.104,0,1,3
2091,spotify:track:3oqBOAsqRMKUHc8MGx4o72,Death,White Lies,0.454,0.832,0.0343,0.000451,0.0188,0.076,0.228,135.087,9,3,7
2092,spotify:track:5Ti9uSxSZUWvmAsLNxkHds,Smiley,Ronnie Burns,0.129,0.677,0.0453,0.271,5.17e-05,0.163,0.309,82.141,9,3,9
2093,spotify:track:0Tel1fmuCxEFV6wBLXsEdk,Kiss Me,Ed Sheeran,0.589,0.227,0.0498,0.64,0.00469,0.0248,0.182,74.993,1,5,4
2094,spotify:track:2OSfEYKhlSsLx6vn4O75RK,I Want You Back,The Jackson 5,0.667,0.669,0.0326,0.441,0.0023,0.215,0.947,98.264,2,9,3
2095,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",0.775,0.585,0.0271,0.0422,0.619,0.077,0.518,109.942,4,4,2
2096,spotify:track:0jGWNXpaopUeVCGNCXexqq,Pick You Up,Powderfinger,0.569,0.733,0.0272,0.00109,0.0134,0.139,0.449,109.484,0,3,7
2097,spotify:track:051wt8AyLFgYnVuberd3vO,WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",0.934,0.443,0.41,0.0272,0.0,0.0889,0.359,133.026,0,1,6
2098,spotify:track:4IUYyOxm7ujsmNRdDBqXKu,When I Fall in Love,Rick Astley,0.196,0.123,0.0344,0.76,0.0122,0.0977,0.142,74.448,1,5,4
2099,spotify:track:0xZgdvjmnEHdpDVm0evG0g,Good Night,Reece Mastin,0.637,0.887,0.0384,0.00279,0.0,0.0458,0.901,117.978,7,6,1
2100,spotify:track:1imMjt1YGNebtrtTAprKV7,Love Again,Dua Lipa,0.659,0.667,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,0,1,1
2101,spotify:track:5WNF8VIyabNOd3mVKVKtfL,Tennis Court,Lorde,0.762,0.552,0.0594,0.0144,0.000242,0.236,0.414,90.003,0,1,8
2102,spotify:track:6x1FtRaGBGXbRHcJh3rvYc,All of You (feat. Diana Ross),"Julio Iglesias, Diana Ross",0.476,0.587,0.0289,0.35,0.0,0.406,0.518,85.913,3,0,3
2103,spotify:track:0csUoMvvImqcIPpobc21QU,Somethin' 4 Da Honeyz,Montell Jordan,0.723,0.704,0.0885,0.0149,0.0,0.157,0.744,93.168,8,0,8
2104,spotify:track:1HpzOCZbNWzxvvXfSGtSrX,Find U Again (feat. Camila Cabello),"Mark Ronson, Camila Cabello",0.605,0.664,0.0316,0.00548,3e-06,0.204,0.164,103.997,9,3,8
2105,spotify:track:54VrNceI4ZgJ4ldmcYNHAR,Hold On,Angus & Julia Stone,0.514,0.457,0.0325,0.38,0.473,0.12,0.275,122.99,3,4,0
2106,spotify:track:74EV0g12ihUoOUXMprFpZB,Losing My Religion,R.E.M.,0.672,0.841,0.0285,0.0767,0.0,0.135,0.82,125.437,7,6,1
2107,spotify:track:69kz02an0zTBl2NQdshqnB,Tightrope,Illy,0.821,0.586,0.0515,0.329,3.3e-06,0.264,0.43,116.0,3,1,3
2108,spotify:track:25BxqC9Yo7TQ175DLAyMJs,Hungry Eyes,Eric Carmen,0.703,0.517,0.0254,0.0215,0.0,0.0953,0.689,110.52,8,0,1
2109,spotify:track:6zb3XRdAQvq93mxS4iGM9S,Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",0.668,0.759,0.156,0.0334,0.0,0.204,0.539,135.955,0,8,6
2110,spotify:track:493TKswzQDCStxco9dtUzW,"Risk It - Original Song from the TV Series ""The Secret Daughter""",Jessica Mauboy,0.677,0.908,0.0922,0.00874,2.35e-06,0.0404,0.822,96.543,7,6,8
2111,spotify:track:5bjb35Y4hHFc7YgcgesdIu,People Everyday - Metamorphosis Mix,Arrested Development,0.842,0.514,0.225,0.00848,1.02e-06,0.55,0.706,91.118,6,6,6
2112,spotify:track:48w23eUUSD88z3xpetzOoE,If You Could Only See,Tonic,0.443,0.935,0.0409,0.00217,0.0,0.217,0.56,95.149,5,8,8
2113,spotify:track:7AMiYpjoofNamiXsAG6mDi,What Have You Done For Me Lately,Janet Jackson,0.841,0.376,0.0686,0.0151,0.0127,0.0579,0.823,114.039,8,0,7
2114,spotify:track:6nsLzJfvp5OLd4mgqUJkpq,Waiting For Love,Avicii,0.577,0.741,0.0501,0.298,0.0,0.142,0.581,128.081,0,0,3
2115,spotify:track:2QLEN3RVunMas7j0PHjeAT,C'mon N' Ride It (The Train),Quad City DJ's,0.843,0.959,0.0914,0.0913,0.0,0.408,0.923,135.988,7,6,3
2116,spotify:track:6pymOcrCnMuCWdgGVTvUgP,3,Britney Spears,0.697,0.709,0.0455,0.0452,0.0,0.138,0.787,134.91,7,0,1
2117,spotify:track:5OWokvF4QOqMDQ8ByQsm6V,Shake It Up,The Cars,0.692,0.74,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,7,6,9
2118,spotify:track:0GgAAB0ZMllFhbNc3mAodO,Half Mast,Empire of the Sun,0.771,0.738,0.0303,0.00423,0.00419,0.501,0.761,126.983,6,6,7
2119,spotify:track:1vxw6aYJls2oq3gW0DujAo,Crazy,Gnarls Barkley,0.855,0.587,0.0336,0.0505,0.00714,0.105,0.64,111.97,8,0,7
2120,spotify:track:66xn6tB8s3l8uhj02OGneE,For You (Fifty Shades Freed) (& Rita Ora),"Liam Payne, Rita Ora",0.541,0.787,0.0331,0.0167,0.0,0.157,0.2,113.0,9,3,8
2121,spotify:track:4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,0.726,0.787,0.0737,0.009,0.0,0.0596,0.888,124.99,7,6,8
2122,spotify:track:7rSn37L6jGaPnOOLBbEwXX,Happy Up Here,Röyksopp,0.676,0.877,0.133,0.0102,0.186,0.255,0.685,103.538,7,4,0
2124,spotify:track:60O68NxKnuSJgbZm0zJgzD,Dying For You,End Of Fashion,0.522,0.939,0.0775,0.000309,0.00243,0.345,0.402,137.979,5,3,8
2125,spotify:track:0DGEsyoeTeEtlcZj1gGIPX,I'll Never Fall In Love Again,Bobbie Gentry,0.601,0.425,0.0287,0.276,0.000127,0.12,0.58,114.948,3,1,9
2126,spotify:track:1gFNm7cXfG1vSMcxPpSxec,"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles,0.818,0.728,0.0314,0.232,0.0642,0.251,0.975,113.059,7,6,0
2127,spotify:track:3JDrBrCEq9a1x6P7eXzeB6,Sunshine on a Rainy Day,Christine Anu,0.618,0.674,0.0328,0.0548,3.11e-05,0.151,0.52,96.994,0,3,1
2128,spotify:track:03OArDwBMEgtTDcty84Rcp,The Last Waltz,Engelbert Humperdinck,0.406,0.441,0.0299,0.718,1.71e-06,0.196,0.42,109.099,1,5,9
2129,spotify:track:6IjeDgkEfact4RDxnq4s9n,Rapunzel,Drapht,0.737,0.865,0.0651,0.0359,0.0,0.0438,0.847,120.038,7,6,1
2130,spotify:track:2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,Joe Walsh,0.505,0.476,0.0711,0.25,0.00915,0.113,0.542,99.31,3,1,0
2131,spotify:track:6XanIH6OX3Kq41kU6gnLjA,Life Goes On,LeAnn Rimes,0.558,0.851,0.106,0.174,0.0,0.553,0.85,191.964,6,8,6
2132,spotify:track:1tOT50hl9UG9kGif08Fan5,Higher,"Hilltop Hoods, James Chatburn",0.737,0.669,0.0483,0.281,0.0151,0.11,0.621,111.99,8,0,4
2133,spotify:track:31H6au3jhblhr6MMJiXnCq,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,0.712,0.549,0.0254,0.011,0.0,0.118,0.552,109.882,0,1,1
2134,spotify:track:0zeHw3Mv1L9mxRsZjYfGcr,I Do,Morgan Evans,0.503,0.756,0.0467,0.119,0.0,0.152,0.706,176.028,5,8,9
2135,spotify:track:4hTZNimQzSOpFI1NljSFEA,Ms. Jackson - Radio Mix,Outkast,0.831,0.827,0.274,0.194,0.0,0.0886,0.678,95.039,0,1,6
2136,spotify:track:3bbUkaQYGQHkx1TJi7gPSL,Kryptonite,3 Doors Down,0.547,0.87,0.0286,0.00494,3.48e-05,0.161,0.514,99.014,0,3,8
2137,spotify:track:6trn2Smoif7ejl3SyEbBJu,Feel Like Making Love,Bad Company,0.452,0.635,0.0321,0.153,1.45e-06,0.754,0.311,81.825,6,7,3
2138,spotify:track:0zL9dieoCcjBWV01y73Cj1,Faded,ZHU,0.863,0.475,0.0488,0.00872,0.116,0.122,0.596,124.964,8,0,2
2139,spotify:track:0nQLxiNGbbUoSGrxksETLm,The Power,SNAP!,0.74,0.88,0.0624,0.0434,0.00803,0.341,0.707,108.899,7,6,7
2140,spotify:track:5VYTKiOnHw4iTrB9pG3yum,Unbelievable,EMF,0.636,0.848,0.0362,0.000339,0.0402,0.141,0.934,104.073,7,6,4
2141,spotify:track:2TY8WCR5gdOwsNOJuOeduG,Amnesia,5 Seconds of Summer,0.594,0.497,0.0303,0.0343,0.0,0.162,0.101,101.671,9,2,1
2142,spotify:track:3QyxB6fNUFNSLyjiwkycOY,Some Like It Hot - 2005 Remaster,The Power Station,0.732,0.893,0.0488,0.0816,2.05e-05,0.0783,0.654,125.487,7,6,1
2143,spotify:track:0Eos5D7dZMxV5zcuFfzlqp,Sly,The Cat Empire,0.558,0.673,0.0523,0.00746,1.39e-05,0.169,0.826,169.07,7,8,8
2144,spotify:track:37f4ITSlgPX81ad2EvmVQr,Fight Song,Rachel Platten,0.564,0.714,0.129,0.0549,0.0,0.155,0.33,175.924,9,1,6
2145,spotify:track:3QdYxkiZu3ilLRHU6lXYvn,Bad Blood,"Taylor Swift, Kendrick Lamar",0.654,0.655,0.106,0.0294,0.0,0.139,0.221,170.16,9,1,6
2146,spotify:track:1ML2r3gzmd9776dmnlGYlh,Hands Of Love,Miley Cyrus,0.442,0.542,0.033,0.38,0.000117,0.085,0.139,144.006,3,2,9
2147,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,"Majestic, Boney M.",0.758,0.913,0.113,0.00364,6.92e-05,0.193,0.658,128.04,7,6,8
2148,spotify:track:1JBlWcwiTsQifo3FIzqLeh,Be Right There,"Diplo, Sleepy Tom",0.695,0.796,0.0548,0.00251,0.117,0.664,0.297,124.986,6,7,0
2149,spotify:track:79SpCqY9GZWV1sZPr6XmY4,She Kissed Me,Sananda Maitreya,0.494,0.96,0.0947,0.00964,0.000309,0.746,0.464,133.177,6,7,3
2150,spotify:track:7D3woUaa3J2wCsVy3pSbXH,Before the Worst,The Script,0.602,0.919,0.0427,0.122,0.0,0.692,0.393,115.077,6,7,3
2151,spotify:track:39C5FuZ8C8M0QI8CrMsPkR,Foreplay / Long Time,Boston,0.435,0.657,0.0545,0.00983,0.00748,0.0923,0.209,118.704,9,2,7
2152,spotify:track:3dvaZd1eOBYCewZXqQ8nA6,Poison Ivy,Billy Thorpe & The Aztecs,0.63,0.852,0.0532,0.681,0.0,0.292,0.914,130.105,2,9,3
2153,spotify:track:4kAJawkLZj4Q7N5521ofP6,With Or Without You - Remastered,U2,0.538,0.432,0.0295,0.000185,0.309,0.139,0.116,110.181,9,2,2
2154,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,"Brandy, Monica",0.704,0.707,0.0391,0.539,0.00106,0.318,0.761,93.145,2,0,3
2155,spotify:track:6PgVDY8GTkxF3GmhVGPzoB,"Hold On, I'm Comin'",Sam & Dave,0.803,0.338,0.0349,0.196,0.038,0.097,0.912,106.841,8,0,4
2156,spotify:track:2hMF7H2dO3oMz1WwIQnQw1,Against All Odds (Take A Look At Me Now),Phil Collins,0.594,0.444,0.0284,0.255,0.0,0.159,0.139,116.225,3,2,9
2157,spotify:track:4wH4dJgrsxONID6KS2tDQM,Maneater,Nelly Furtado,0.796,0.777,0.0397,0.0261,0.000358,0.121,0.787,132.722,7,0,1
2158,spotify:track:5VPy7NeI6uCRCcZp3VIqsJ,Even When I'm Sleeping,Leonardo's Bride,0.653,0.345,0.0246,0.533,0.0,0.0881,0.416,80.037,3,2,9
2159,spotify:track:30cSNer6TV8x2utjULVeQ5,SOS,Rihanna,0.677,0.671,0.0361,0.004,5.07e-05,0.413,0.527,137.046,0,8,8
2160,spotify:track:1d6vQqkVFIAyYTARdO7Ms2,Dance Wiv Me,Dizzee Rascal,0.878,0.746,0.0451,0.0476,0.0,0.154,0.792,111.996,7,6,1
2161,spotify:track:6jCihpuVqfsdEVrzBOQ2hI,Heat Wave,Martha Reeves & The Vandellas,0.655,0.654,0.0456,0.209,0.725,0.217,0.924,164.55,4,4,0
2162,spotify:track:2ckSRPrec9HADRsdvfKe7j,Melanie Makes Me Smile,The Strangers,0.601,0.657,0.0309,0.506,0.0,0.15,0.671,106.951,2,0,9
2163,spotify:track:5Lm8wha7kmEuqyjJ237HNM,Cheers (Drink To That),Rihanna,0.572,0.913,0.0425,0.018,0.0,0.293,0.724,79.986,7,6,8
2164,spotify:track:7BLKBIoijWCkDyOATEr5vW,Cherish,Madonna,0.692,0.875,0.0345,0.289,3.27e-05,0.0675,0.9,131.877,7,6,9
2165,spotify:track:62yJjFtgkhUrXktIoSjgP2,Radioactive,Imagine Dragons,0.448,0.784,0.0627,0.106,0.000108,0.668,0.236,136.245,6,7,3
2166,spotify:track:4Tv1rpYwKwVyQLVTpxbubq,The Show Must Go On - 2010 Remastered Version,Leo Sayer,0.681,0.851,0.0489,0.464,1.22e-05,0.199,0.438,100.724,3,0,3
2167,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,0.752,0.505,0.253,0.535,2.55e-06,0.104,0.419,91.97,3,1,5
